0|4
0|3
0|3
0|4
0|3
0|3
0|4
0|3
0|3
0|4
0|3
0|3
0|7
0|7
0|6
0|7
0|6
0|7
0|6
0|7
0|6
0|7
0|6
0|7
1|7
1|7
2|6
1|7
2|6
1|7
2|6
1|7
1|7
1|7
0|7
0|6
0|6
1|7
0|6
1|7
3|7
3|6
3|7
3|6
3|7
3|6
3|7
3|6
3|7
3|6
3|7
2|7
2|6
3|6
3|6
3|6
3|6
1|7
1|6
1|7
1|6
1|7
1|7
1|6
1|7
1|6
1|7
0|7
1|6
0|6
1|6
0|6
1|6
0|7
0|6
1|6
0|6
0|6
0|6
0|6
0|7
1|7
1|6
0|7
1|7
1|7
0|7
1|7
0|7
0|6
0|6
0|7
0|6
0|7
1|6
0|7
1|6
0|7
1|6
0|7
1|6
0|7
0|6
0|6
0|6
0|6
0|7
0|6
0|7
0|6
0|7
0|7
0|6
0|7
0|6
0|7
0|7
1|8
0|8
1|8
0|8
1|8
0|8
1|8
0|8
1|8
0|7
1|8
